,Make,Model,Vehicle_Class,Engine_Size_L_,Cylinders,Transmission,Fuel_Type,Fuel_Consumption_City__L_100_km_,Fuel_Consumption_Hwy__L_100_km_,Fuel_Consumption_Comb__L_100_km_,Fuel_Consumption_Comb__mpg_,CO2_Emissions_g_km_,Engine Size Range
4469,CHEVROLET,MALIBU,MID-SIZE,2.0,4,AS6,Z,11.4,7.9,9.8,29,225,2-4
4470,NISSAN,MAXIMA,MID-SIZE,3.5,6,AV7,Z,11.1,7.8,9.6,29,225,2-4
4471,NISSAN,MAXIMA,MID-SIZE,3.5,6,AV7,Z,11.1,7.8,9.6,29,227,2-4
4472,MAZDA,MAZDA5,MINIVAN,2.5,4,AS5,X,10.8,8.4,9.7,29,223,2-4
4473,MAZDA,MAZDA5,MINIVAN,2.5,4,M6,X,11.1,8.3,9.8,29,225,2-4
4474,MAZDA,MAZDA5,MINIVAN,2.5,4,AS5,X,10.7,8.2,9.6,29,221,2-4
4476,MAZDA,MAZDA5,MINIVAN,2.5,4,AS5,X,10.8,8.3,9.7,29,226,2-4
4477,MAZDA,MAZDA5,MINIVAN,2.5,4,M6,X,11.1,8.3,9.8,29,229,2-4
4478,MAZDA,MAZDA5,MINIVAN,2.5,4,AS5,X,10.8,8.2,9.6,29,226,2-4
4479,MAZDA,MAZDA5,MINIVAN,2.5,4,M6,X,11.1,8.3,9.8,29,230,2-4
4480,NISSAN,MURANO,STATION WAGON - MID-SIZE,3.5,6,AV7,X,11.0,8.2,9.8,29,225,2-4
4481,NISSAN,MURANO,STATION WAGON - MID-SIZE,3.5,6,AV7,X,11.0,8.2,9.8,29,230,2-4
4482,NISSAN,MURANO,STATION WAGON - MID-SIZE,3.5,6,AV7,X,11.0,8.3,9.8,29,230,2-4
4484,NISSAN,Maxima,MID-SIZE,3.5,6,AV7,Z,11.6,7.9,9.9,29,233,2-4
4486,KIA,OPTIMA,MID-SIZE,2.0,4,A6,X,11.7,7.6,9.9,29,228,2-4
4487,KIA,OPTIMA,MID-SIZE,2.0,4,AS6,X,11.7,7.7,9.9,29,228,2-4
4488,KIA,Optima,FULL-SIZE,2.0,4,AS6,X,11.2,7.9,9.7,29,230,2-4
4489,VOLKSWAGEN,PASSAT,MID-SIZE,2.5,5,A6,X,11.0,8.0,9.7,29,223,2-4
4490,VOLKSWAGEN,PASSAT,MID-SIZE,2.5,5,M5,X,11.4,7.8,9.8,29,225,2-4
4491,HYUNDAI,SONATA,FULL-SIZE,2.0,4,A6,X,11.4,7.5,9.6,29,221,2-4
4492,VOLKSWAGEN,TIGUAN,SUV - SMALL,2.0,4,AS8,X,10.6,8.7,9.8,29,229,2-4
4493,BUICK,VERANO,COMPACT,2.0,4,AS6,Z,11.5,7.9,9.9,29,228,2-4
4494,BUICK,VERANO,COMPACT,2.0,4,M6,Z,11.6,7.5,9.8,29,225,2-4
4495,BUICK,VERANO,COMPACT,2.0,4,AS6,Z,11.4,7.9,9.8,29,225,2-4
4496,BUICK,VERANO,COMPACT,2.0,4,M6,Z,11.6,7.6,9.8,29,225,2-4
4497,BUICK,VERANO,COMPACT,2.0,4,AS6,Z,11.4,7.9,9.8,29,231,2-4
4498,BUICK,VERANO,COMPACT,2.0,4,M6,Z,11.6,7.6,9.8,29,230,2-4
4499,BUICK,VERANO,COMPACT,2.4,4,AS6,X,11.3,7.4,9.6,29,224,2-4
4500,BUICK,VERANO,COMPACT,2.4,4,AS6,X,11.3,7.6,9.7,29,226,2-4
4501,DODGE,AVENGER,MID-SIZE,2.4,4,A4,X,11.2,8.0,9.8,29,225,2-4
4502,PORSCHE,BOXSTER,TWO-SEATER,2.7,6,M6,Z,11.5,7.9,9.9,29,228,2-4
4504,PORSCHE,BOXSTER,TWO-SEATER,2.7,6,M6,Z,11.5,7.9,9.9,29,232,2-4
4505,PORSCHE,BOXSTER,TWO-SEATER,2.0,4,M6,Z,11.0,8.3,9.8,29,229,2-4
4507,PORSCHE,Boxster,TWO-SEATER,2.0,4,M6,Z,11.0,8.3,9.8,29,229,2-4
4508,JEEP,COMPASS,SUV - SMALL,2.0,4,AV,X,10.7,8.8,9.9,29,228,2-4
4509,JEEP,COMPASS,SUV - SMALL,2.0,4,A6,X,11.1,8.3,9.8,29,225,2-4
4510,JEEP,COMPASS,SUV - SMALL,2.4,4,A6,X,11.1,8.3,9.8,29,225,2-4
4512,CADILLAC,CTS AWD,MID-SIZE,2.0,4,AS8,Z,11.2,8.1,9.8,29,229,2-4
4513,CADILLAC,CTS AWD,MID-SIZE,2.0,4,AS8,Z,11.2,8.2,9.8,29,229,2-4
4515,CADILLAC,CTS AWD,MID-SIZE,2.0,4,AS8,Z,11.4,8.1,9.9,29,232,2-4
4516,KIA,FORTE 5,FULL-SIZE,1.6,4,A6,X,11.1,8.0,9.7,29,223,0-2
4517,KIA,FORTE 5,FULL-SIZE,1.6,4,M6,X,11.1,8.2,9.8,29,225,0-2
4518,KIA,FORTE 5,FULL-SIZE,1.6,4,AS6,X,11.1,8.0,9.7,29,223,0-2
4520,KIA,FORTE 5,FULL-SIZE,1.6,4,AS6,X,11.1,8.0,9.7,29,228,0-2
4521,KIA,FORTE 5,FULL-SIZE,1.6,4,M6,X,11.1,8.2,9.8,29,227,0-2
4522,FORD,MUSTANG,SUBCOMPACT,2.3,4,AS6,X,11.0,7.9,9.6,29,226,2-4
4523,FORD,MUSTANG,SUBCOMPACT,2.3,4,M6,X,11.2,7.8,9.8,29,230,2-4
4524,FORD,Mustang,SUBCOMPACT,2.3,4,M6,X,11.2,7.9,9.7,29,227,2-4
4525,FORD,Mustang,SUBCOMPACT,2.3,4,M6,X,11.2,7.9,9.7,29,226,2-4
4526,JEEP,PATRIOT,SUV - SMALL,2.0,4,AV,X,10.7,8.8,9.9,29,228,2-4
4527,JEEP,PATRIOT,SUV - SMALL,2.0,4,A6,X,11.1,8.3,9.8,29,225,2-4
4528,JEEP,PATRIOT,SUV - SMALL,2.4,4,A6,X,11.1,8.3,9.8,29,225,2-4
4530,INFINITI,Q50 AWD,MID-SIZE,2.0,4,AS7,Z,10.6,8.4,9.6,29,226,2-4
4531,INFINITI,Q50 AWD,MID-SIZE,2.0,4,AS7,Z,10.7,8.4,9.6,29,226,2-4
4532,INFINITI,Q50 AWD,MID-SIZE,2.0,4,AS7,Z,10.7,8.6,9.7,29,228,2-4
4533,INFINITI,Q50 AWD,MID-SIZE,2.0,4,AS7,Z,10.7,8.6,9.7,29,229,2-4
4534,ACURA,RDX AWD,SUV - SMALL,2.0,4,AS10,Z,11.0,8.6,9.9,29,232,2-4
4536,MITSUBISHI,RVR 4WD,SUV - SMALL,2.4,4,AV6,X,10.4,8.5,9.6,29,221,2-4
4537,MITSUBISHI,RVR 4WD,SUV - SMALL,2.4,4,AV6,X,10.5,8.6,9.6,29,223,2-4
4538,MERCEDES-BENZ,SLK 350,TWO-SEATER,3.5,6,AS7,Z,11.1,8.1,9.8,29,225,2-4
4540,MERCEDES-BENZ,SLK 350,TWO-SEATER,3.5,6,AS7,Z,11.1,8.1,9.8,29,229,2-4
4541,KIA,SORENTO,SUV - SMALL,2.4,4,AS6,X,11.1,8.2,9.8,29,233,2-4
4542,KIA,SORENTO,SUV - SMALL,2.4,4,AS6,X,11.2,8.3,9.9,29,234,2-4
4544,KIA,Sorento,SUV - SMALL,2.4,4,AS6,X,10.7,8.2,9.6,29,225,2-4
4545,VOLVO,XC60 T6,SUV - SMALL,2.0,4,AS8,Z,11.0,8.1,9.7,29,226,2-4
4546,CADILLAC,XT4 AWD,SUV - SMALL,2.0,4,AS9,Z,10.9,8.2,9.7,29,227,2-4
4548,FIAT,500X AWD,SUV - SMALL,2.4,4,A9,X,11.0,7.9,9.6,29,224,2-4
4549,FIAT,500X AWD,SUV - SMALL,2.4,4,A9,X,11.0,8.0,9.7,29,226,2-4
4551,PORSCHE,CAYMAN S,TWO-SEATER,3.4,6,AM7,Z,11.3,7.9,9.8,29,225,2-4
4553,PORSCHE,CAYMAN S,TWO-SEATER,3.4,6,AM7,Z,11.3,7.9,9.8,29,230,2-4
4554,PORSCHE,CAYMAN S,TWO-SEATER,2.5,4,AM7,Z,11.0,8.4,9.9,29,230,2-4
4556,JEEP,CHEROKEE,SUV - SMALL,3.2,6,A9,X,11.4,8.1,9.9,29,228,2-4
4557,JEEP,CHEROKEE,SUV - SMALL,3.2,6,A9,X,11.4,8.1,9.9,29,233,2-4
4558,JEEP,CHEROKEE,SUV - SMALL,2.4,4,A9,X,11.0,7.8,9.6,29,225,2-4
4559,CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,2.8,4,A6,D,10.8,8.0,9.6,29,257,2-4
4560,PORSCHE,Cayman S,TWO-SEATER,2.5,4,AM7,Z,11.1,8.4,9.9,29,231,2-4
4561,LEXUS,IS 250 C,SUBCOMPACT,2.5,6,AS6,Z,11.2,7.8,9.7,29,223,2-4
4562,LEXUS,IS 250 C,SUBCOMPACT,2.5,6,AS6,Z,11.2,7.8,9.6,29,221,2-4
4563,BUICK,LACROSSE,MID-SIZE,3.6,6,AS9,X,11.3,7.9,9.7,29,228,2-4
4564,BUICK,LaCrosse,MID-SIZE,3.6,6,AS9,X,11.7,7.8,9.9,29,233,2-4
4565,PORSCHE,PANAMERA,FULL-SIZE,3.0,6,AM8,Z,11.0,8.3,9.8,29,229,2-4
4566,INFINITI,QX50 AWD,SUV - SMALL,2.0,4,AV8,Z,10.8,8.3,9.7,29,228,2-4
4567,HYUNDAI,Santa Fe,SUV - SMALL,2.4,4,AS8,X,10.8,8.0,9.6,29,225,2-4
4569,CHRYSLER,200 SEDAN,MID-SIZE,2.4,4,A4,X,11.2,8.0,9.8,29,225,2-4
4570,PORSCHE,BOXSTER S,TWO-SEATER,3.4,6,AM7,Z,11.3,7.9,9.8,29,225,2-4
4572,PORSCHE,BOXSTER S,TWO-SEATER,3.4,6,AM7,Z,11.3,7.9,9.8,29,230,2-4
4573,PORSCHE,BOXSTER S,TWO-SEATER,2.5,4,AM7,Z,11.0,8.4,9.9,29,230,2-4
4575,PORSCHE,Boxster S,TWO-SEATER,2.5,4,AM7,Z,11.1,8.4,9.9,29,231,2-4
4576,BUICK,REGAL AWD,FULL-SIZE,2.0,4,AS8,Z,11.0,8.0,9.6,29,227,2-4
4577,BUICK,Regal AWD,MID-SIZE,2.0,4,AS8,Z,11.0,8.0,9.6,29,227,2-4
4579,BMW,335i SEDAN,COMPACT,3.0,6,AS8,Z,11.4,7.4,9.6,29,221,2-4
4580,BMW,335i SEDAN,COMPACT,3.0,6,M6,Z,11.5,7.8,9.8,29,225,2-4
4581,BMW,435i COUPE,COMPACT,3.0,6,A8,Z,11.4,7.3,9.6,29,221,2-4
4582,BMW,435i COUPE,COMPACT,3.0,6,AS8,Z,11.4,7.4,9.6,29,221,2-4
4583,BMW,435i COUPE,COMPACT,3.0,6,M6,Z,11.5,7.8,9.8,29,225,2-4
4584,BMW,435i COUPE,COMPACT,3.0,6,AS8,Z,11.6,7.7,9.9,29,232,2-4
4585,BMW,440i COUPE,COMPACT,3.0,6,AS8,Z,11.1,7.8,9.6,29,224,2-4
4586,BMW,440i Coupe,COMPACT,3.0,6,AS8,Z,11.4,8.1,9.9,29,231,2-4
4587,AUDI,A3 quattro,SUBCOMPACT,2.0,4,AM7,X,10.9,7.9,9.6,29,225,2-4
4588,AUDI,A4 QUATTRO,COMPACT,2.0,4,AS8,Z,11.0,7.8,9.6,29,221,2-4
4589,AUDI,A4 QUATTRO,COMPACT,2.0,4,AS8,Z,11.0,7.8,9.6,29,224,2-4
4590,AUDI,A5 QUATTRO,SUBCOMPACT,2.0,4,AS8,Z,11.0,7.8,9.6,29,221,2-4
4591,AUDI,A5 QUATTRO,SUBCOMPACT,2.0,4,AS8,Z,11.0,7.8,9.6,29,224,2-4
4592,AUDI,A5 QUATTRO,SUBCOMPACT,2.0,4,AS8,Z,11.0,8.0,9.7,29,226,2-4
4593,AUDI,A6 QUATTRO,MID-SIZE,3.0,6,AS8,Z,11.6,7.9,9.9,29,232,2-4
4594,AUDI,A6 quattro,MID-SIZE,3.0,6,AM7,Z,10.7,8.2,9.6,29,224,2-4
4595,AUDI,A6 quattro,MID-SIZE,3.0,6,AM7,Z,10.9,8.2,9.7,29,226,2-4
4596,AUDI,A7 QUATTRO,MID-SIZE,3.0,6,AS8,Z,11.6,7.9,9.9,29,232,2-4
4597,AUDI,A7 quattro,MID-SIZE,3.0,6,AM7,Z,10.7,8.2,9.6,29,224,2-4
4598,AUDI,A7 quattro,MID-SIZE,3.0,6,AM7,Z,10.9,8.2,9.7,29,226,2-4
4599,HYUNDAI,ELANTRA GT,FULL-SIZE,1.6,4,M6,X,10.7,8.1,9.6,29,226,0-2
4600,FORD,ESCAPE AWD,SUV - SMALL,1.5,4,AS6,X,10.7,8.3,9.6,29,226,0-2
4602,FORD,ESCAPE FFV,SUV - SMALL,2.5,4,AS6,X,11.1,8.1,9.7,29,229,2-4
4604,FORD,Escape AWD,SUV - SMALL,1.5,4,AS6,X,11.2,8.4,9.9,29,232,0-2
4605,FORD,Escape FFV,SUV - SMALL,2.5,4,AS6,X,11.0,8.0,9.6,29,226,2-4
4606,JAGUAR,F-PACE 25t,SUV - SMALL,2.0,4,AS8,Z,10.7,8.8,9.9,29,227,2-4
4609,JAGUAR,F-PACE 30t,SUV - SMALL,2.0,4,AS8,Z,10.9,8.7,9.9,29,232,2-4
4610,KIA,FORTE KOUP,COMPACT,1.6,4,M6,X,10.8,8.1,9.6,29,221,0-2
4612,KIA,FORTE KOUP,COMPACT,1.6,4,M6,X,10.8,8.1,9.6,29,222,0-2
4613,SUBARU,LEGACY AWD,MID-SIZE,2.5,4,M6,X,11.3,8.2,9.9,29,228,2-4
4614,NISSAN,MURANO AWD,STATION WAGON - MID-SIZE,3.5,6,AV7,X,11.2,8.3,9.9,29,228,2-4
4615,NISSAN,MURANO AWD,STATION WAGON - MID-SIZE,3.5,6,AV7,X,11.2,8.3,9.9,29,232,2-4
4616,NISSAN,MURANO AWD,STATION WAGON - MID-SIZE,3.5,6,AV7,X,11.2,8.4,9.9,29,232,2-4
4618,LEXUS,NX 300 AWD,SUV - SMALL,2.0,4,AS6,Z,10.6,8.5,9.7,29,226,2-4
4619,LEXUS,NX 300 AWD,SUV - SMALL,2.0,4,AS6,Z,10.7,8.5,9.7,29,226,2-4
4621,VOLVO,S60 T5 AWD,COMPACT,2.0,4,AS8,X,11.0,8.1,9.7,29,226,2-4
4622,VOLVO,S60 T6 AWD,COMPACT,2.0,4,AS8,Z,11.3,8.2,9.9,29,231,2-4
4623,VOLVO,S90 T6 AWD,MID-SIZE,2.0,4,AS8,Z,11.3,7.5,9.6,29,223,2-4
4624,GMC,Sierra 4WD,PICKUP TRUCK - STANDARD,3.0,6,A10,D,10.5,9.1,9.9,29,265,2-4
4625,ACURA,TLX SH-AWD,COMPACT,3.5,6,AS9,Z,11.2,7.5,9.6,29,221,2-4
4626,ACURA,TLX SH-AWD,COMPACT,3.5,6,AS9,Z,11.2,7.5,9.6,29,226,2-4
4628,ACURA,TLX SH-AWD,COMPACT,3.5,6,AS9,Z,11.4,7.7,9.8,29,228,2-4
4631,VOLVO,V60 T5 AWD,STATION WAGON - SMALL,2.0,4,AS8,X,11.0,8.1,9.7,29,226,2-4
4632,VOLVO,V60 T6 AWD,STATION WAGON - SMALL,2.0,4,AS8,Z,11.3,8.2,9.9,29,231,2-4
4633,BMW,335i xDRIVE,COMPACT,3.0,6,A8,Z,11.7,7.8,9.9,29,228,2-4
4634,BMW,340i xDRIVE,COMPACT,3.0,6,AS8,Z,11.4,7.8,9.8,29,228,2-4
4635,BMW,540i xDRIVE,MID-SIZE,3.0,6,AS8,Z,11.4,7.8,9.8,29,228,2-4
4636,BMW,540i xDrive,MID-SIZE,3.0,6,AS8,Z,11.2,8.1,9.8,29,231,2-4
4637,PORSCHE,911 TARGA 4,MINICOMPACT,3.0,6,AM7,Z,10.9,8.4,9.8,29,228,2-4
4639,PORSCHE,911 Targa 4,MINICOMPACT,3.0,6,AM7,Z,10.9,8.4,9.8,29,228,2-4
4640,JEEP,COMPASS 4X4,SUV - SMALL,2.4,4,M5,X,10.6,8.6,9.7,29,223,2-4
4641,JEEP,COMPASS 4X4,SUV - SMALL,2.4,4,M5,X,10.6,8.6,9.7,29,228,2-4
4642,JEEP,COMPASS 4X4,SUV - SMALL,2.4,4,M5,X,10.6,8.7,9.8,29,230,2-4
4643,LINCOLN,Corsair AWD,SUV - SMALL,2.0,4,AS8,X,11.1,8.1,9.8,29,229,2-4
4644,LINCOLN,Corsair AWD,SUV - SMALL,2.3,4,AS8,X,11.1,8.2,9.8,29,230,2-4
4645,JAGUAR,E-PACE P250,SUV - SMALL,2.0,4,AS9,Z,11.0,8.4,9.8,29,231,2-4
4647,CHEVROLET,EQUINOX AWD,SUV - SMALL,2.0,4,A9,Z,10.9,8.3,9.7,29,228,2-4
4648,CHEVROLET,Equinox AWD,SUV - SMALL,2.0,4,A9,Z,10.9,8.3,9.7,29,228,2-4
4650,BMW,M240i COUPE,SUBCOMPACT,3.0,6,AS8,Z,11.1,7.8,9.6,29,224,2-4
4651,BMW,M240i Coupe,SUBCOMPACT,3.0,6,AS8,Z,11.2,7.8,9.7,29,227,2-4
4652,BMW,M240i Coupe,SUBCOMPACT,3.0,6,AS8,Z,11.4,8.1,9.9,29,231,2-4
4653,LEXUS,NX 200t AWD,SUV - SMALL,2.0,4,AS6,Z,10.6,8.4,9.6,29,221,2-4
4654,LEXUS,NX 200t AWD,SUV - SMALL,2.0,4,AS6,Z,10.6,8.4,9.6,29,225,2-4
4655,LEXUS,NX 200t AWD,SUV - SMALL,2.0,4,AS6,Z,10.7,8.5,9.7,29,226,2-4
4656,SUBARU,OUTBACK AWD,SUV - SMALL,2.5,4,M6,X,10.8,8.5,9.8,29,225,2-4
4657,SUBARU,OUTBACK AWD,SUV - SMALL,2.5,4,M6,X,11.0,8.2,9.7,29,223,2-4
4658,SUBARU,OUTBACK AWD,SUV - SMALL,2.5,4,M6,X,11.0,8.2,9.7,29,228,2-4
4659,SUBARU,OUTBACK AWD,SUV - SMALL,2.5,4,M6,X,11.0,8.3,9.8,29,229,2-4
4660,JEEP,PATRIOT 4X4,SUV - SMALL,2.4,4,M5,X,10.6,8.6,9.7,29,223,2-4
4661,JEEP,PATRIOT 4X4,SUV - SMALL,2.4,4,M5,X,10.6,8.6,9.7,29,228,2-4
4662,JEEP,PATRIOT 4X4,SUV - SMALL,2.4,4,M5,X,10.6,8.7,9.8,29,230,2-4
4663,ALFA ROMEO,STELVIO AWD,SUV - SMALL,2.0,4,A8,Z,10.8,8.3,9.6,29,226,2-4
4664,ALFA ROMEO,Stelvio AWD,SUV - SMALL,2.0,4,A8,Z,10.8,8.3,9.6,29,226,2-4
4666,KIA,Stinger AWD,MID-SIZE,2.0,4,AS8,Z,11.1,8.1,9.7,29,229,2-4
4667,VOLVO,XC60 T5 AWD,SUV - SMALL,2.0,4,AS8,Z,10.7,8.5,9.8,29,228,2-4
4668,VOLVO,XC60 T5 AWD,SUV - SMALL,2.0,4,AS8,Z,11.2,8.3,9.9,29,232,2-4
4669,VOLVO,XC90 T5 AWD,SUV - STANDARD,2.0,4,AS8,Z,10.9,8.3,9.7,29,227,2-4
4670,VOLVO,XC90 T5 AWD,SUV - STANDARD,2.0,4,AS8,Z,11.2,8.3,9.9,29,232,2-4
4671,HONDA,ACCORD COUPE,MID-SIZE,3.5,6,AS6,X,11.4,7.4,9.6,29,225,2-4
4672,MERCEDES-BENZ,C 400 4MATIC,COMPACT,3.0,6,AS7,Z,11.1,8.4,9.9,29,228,2-4
4673,JEEP,CHEROKEE FFV,SUV - SMALL,2.4,4,A9,X,11.0,7.8,9.6,29,225,2-4
4674,HONDA,CIVIC TYPE R,FULL-SIZE,2.0,4,M6,Z,10.6,8.3,9.6,29,224,2-4
4675,HONDA,Civic Type R,FULL-SIZE,2.0,4,M6,Z,10.6,8.3,9.6,29,224,2-4
4676,HONDA,Civic Type R,FULL-SIZE,2.0,4,M6,Z,10.5,8.4,9.6,29,223,2-4
4677,MERCEDES-BENZ,E 300 4MATIC,MID-SIZE,2.0,4,A9,Z,11.0,8.1,9.7,29,227,2-4
4678,MERCEDES-BENZ,E 300 4MATIC,MID-SIZE,2.0,4,A9,Z,11.0,8.1,9.7,29,228,2-4
4679,BUICK,ENVISION AWD,SUV - SMALL,2.5,4,A6,X,11.1,8.4,9.9,29,232,2-4
4680,SUBARU,FORESTER AWD,SUV - SMALL,2.5,4,M6,X,10.9,8.3,9.7,29,223,2-4
4681,SUBARU,FORESTER AWD,SUV - SMALL,2.5,4,M6,X,10.6,8.4,9.6,29,221,2-4
4682,SUBARU,FORESTER AWD,SUV - SMALL,2.5,4,M6,X,10.6,8.4,9.6,29,227,2-4
4683,SUBARU,FORESTER AWD,SUV - SMALL,2.5,4,M6,X,10.9,8.3,9.7,29,228,2-4
4685,JEEP,RENEGADE 4X4,SUV - SMALL,2.4,4,A9,X,11.2,8.0,9.8,29,225,2-4
4686,JEEP,RENEGADE 4X4,SUV - SMALL,2.4,4,A9,X,11.2,8.0,9.8,29,229,2-4
4687,JEEP,RENEGADE 4X4,SUV - SMALL,2.4,4,A9,X,11.2,8.2,9.8,29,230,2-4
4689,JEEP,Renegade 4X4,SUV - SMALL,2.4,4,A9,X,11.2,8.2,9.8,29,230,2-4
4691,AUDI,S5 Cabriolet,SUBCOMPACT,3.0,6,AS8,Z,11.4,8.2,9.9,29,234,2-4
4692,AUDI,S5 SPORTBACK,MID-SIZE,3.0,6,AM8,Z,11.5,8.0,9.9,29,232,2-4
4693,AUDI,S5 Sportback,MID-SIZE,3.0,6,AS8,Z,11.3,8.0,9.8,29,230,2-4
4694,BMW,X3 xDRIVE28i,SUV - SMALL,2.0,4,AS8,Z,11.1,8.4,9.9,29,228,2-4
4695,BMW,X3 xDRIVE28i,SUV - SMALL,2.0,4,AS8,Z,11.1,8.4,9.9,29,231,2-4
4696,BMW,X3 xDrive30i,SUV - SMALL,2.0,4,AS8,Z,10.8,8.0,9.6,29,223,2-4
4697,BMW,X4 xDrive30i,SUV - SMALL,2.0,4,AS8,Z,10.8,8.0,9.6,29,223,2-4
4698,PORSCHE,911 CARRERA 4,MINICOMPACT,3.0,6,AM7,Z,10.7,8.3,9.6,29,225,2-4
4700,PORSCHE,911 CARRERA S,MINICOMPACT,3.0,6,AM7,Z,10.8,8.3,9.7,29,226,2-4
4702,PORSCHE,911 Carrera 4,MINICOMPACT,3.0,6,AM7,Z,10.7,8.3,9.6,29,225,2-4
4703,PORSCHE,911 Carrera S,MINICOMPACT,3.0,6,AM7,Z,10.8,8.3,9.7,29,226,2-4
4704,VOLKSWAGEN,GOLF ALLTRACK,STATION WAGON - SMALL,1.8,4,M6,X,11.1,7.8,9.6,29,225,0-2
4705,VOLKSWAGEN,Golf Alltrack,STATION WAGON - SMALL,1.8,4,M6,X,11.1,7.8,9.6,29,225,0-2
4706,VOLVO,V90 CC T6 AWD,STATION WAGON - MID-SIZE,2.0,4,AS8,Z,10.9,8.0,9.6,29,224,2-4
4707,BMW,435i CABRIOLET,SUBCOMPACT,3.0,6,AS8,Z,11.8,7.6,9.9,29,228,2-4
4708,BMW,435i CABRIOLET,SUBCOMPACT,3.0,6,AS8,Z,11.8,7.6,9.9,29,232,2-4
4709,PORSCHE,911 CARRERA 4S,MINICOMPACT,3.0,6,AM7,Z,11.0,8.5,9.9,29,232,2-4
4711,PORSCHE,911 Carrera 4S,MINICOMPACT,3.0,6,AM7,Z,11.1,8.5,9.9,29,232,2-4
4712,MERCEDES-BENZ,CLS 450 4MATIC,COMPACT,3.0,6,A9,Z,11.3,7.9,9.8,29,213,2-4
4714,MAZDA,CX-5 Turbo 4WD,SUV - SMALL,2.5,4,AS6,X,10.8,8.7,9.8,29,230,2-4
4716,RAM,PROMASTER CITY,SPECIAL PURPOSE VEHICLE,2.4,4,A9,X,11.2,8.1,9.8,29,225,2-4
4717,RAM,PROMASTER CITY,SPECIAL PURPOSE VEHICLE,2.4,4,A9,X,11.2,8.1,9.8,29,231,2-4
4718,RAM,PROMASTER CITY,SPECIAL PURPOSE VEHICLE,2.4,4,A9,X,11.2,8.3,9.9,29,232,2-4
4720,RAM,ProMaster City,SPECIAL PURPOSE VEHICLE,2.4,4,A9,X,11.2,8.3,9.9,29,232,2-4
4722,GMC,Sierra 4WD AT4,PICKUP TRUCK - STANDARD,3.0,6,A10,D,10.5,9.1,9.9,29,265,2-4
4723,VOLKSWAGEN,Tiguan 4MOTION,SUV - SMALL,2.0,4,AS8,X,11.1,8.1,9.8,29,228,2-4
4724,BMW,435i GRAN COUPE,COMPACT,3.0,6,AS8,Z,11.4,7.4,9.6,29,221,2-4
4725,LEXUS,GS 200t F SPORT,MID-SIZE,2.0,4,AS8,Z,11.3,7.8,9.7,29,227,2-4
4726,BMW,M235i CABRIOLET,SUBCOMPACT,3.0,6,AS8,Z,11.6,7.7,9.9,29,232,2-4
4727,BMW,M240i CABRIOLET,SUBCOMPACT,3.0,6,AS8,Z,11.1,7.8,9.6,29,224,2-4
4728,BMW,M240i Cabriolet,SUBCOMPACT,3.0,6,AS8,Z,11.2,7.8,9.7,29,227,2-4
4729,BMW,M240i Cabriolet,SUBCOMPACT,3.0,6,AS8,Z,11.4,8.1,9.9,29,231,2-4
4730,FORD,TRANSIT CONNECT,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,11.3,8.2,9.9,29,228,2-4
4731,MERCEDES-BENZ,AMG E 53 4MATIC+,MID-SIZE,3.0,6,A9,Z,11.2,8.3,9.9,29,232,2-4
4733,FORD,F-150 4X4 XL/XLT,PICKUP TRUCK - STANDARD,3.0,6,AS10,D,11.2,8.4,9.9,29,266,2-4
4734,FORD,F-150 4X4 XL/XLT,PICKUP TRUCK - STANDARD,3.0,6,AS10,D,11.2,8.3,9.9,29,266,2-4
4735,TOYOTA,RAV4 LIMITED AWD,SUV - SMALL,2.5,4,AS6,X,10.7,8.3,9.6,29,221,2-4
4736,BMW,435i xDRIVE COUPE,COMPACT,3.0,6,A8,Z,11.7,7.8,9.9,29,228,2-4
4737,BMW,440i xDRIVE COUPE,COMPACT,3.0,6,AS8,Z,11.4,7.8,9.8,29,228,2-4
4738,BMW,440i xDrive Coupe,COMPACT,3.0,6,AS8,Z,11.4,7.6,9.7,29,228,2-4
4739,MERCEDES-BENZ,AMG GLA 45 4MATIC,STATION WAGON - MID-SIZE,2.0,4,AM7,Z,10.7,8.3,9.6,29,225,2-4
4741,FORD,EDGE (Start/Stop),SUV - SMALL,2.0,4,AS6,X,11.3,7.9,9.8,29,225,2-4
4742,FORD,EDGE (Start/Stop),SUV - SMALL,2.0,4,AS6,X,11.3,7.9,9.8,29,228,2-4
4743,FORD,EDGE (Start/Stop),SUV - SMALL,2.0,4,AS6,X,11.3,8.0,9.8,29,230,2-4
4744,FORD,EDGE (Start/Stop),SUV - SMALL,2.0,4,AS6,X,11.3,8.0,9.9,29,231,2-4
4745,RAM,1500 4X4 EcoDiesel,PICKUP TRUCK - STANDARD,3.0,6,A8,D,11.1,8.0,9.7,29,260,2-4
4746,RAM,1500 ECODIESEL HFE,PICKUP TRUCK - STANDARD,3.0,6,A8,D,11.3,8.0,9.8,29,265,2-4
4747,RAM,1500 ECODIESEL HFE,PICKUP TRUCK - STANDARD,3.0,6,A8,D,11.3,8.0,9.8,29,264,2-4
4748,AUDI,A4 ALLROAD QUATTRO,STATION WAGON - SMALL,2.0,4,AS8,Z,11.2,8.4,9.9,29,232,2-4
4749,BMW,M240i xDRIVE COUPE,SUBCOMPACT,3.0,6,AS8,Z,11.4,7.8,9.8,29,228,2-4
